databaseID,nameSubjectText,nameSubjectURI
3538098,"United States. Patent Office",
3538105,"United States. Patent Office",
3538109,"United States. Patent Office",
3538117,"United States. Patent Office",
3538120,"United States. Patent Office",
3538125,"United States. Patent Office",
3538133,"United States. Patent Office",
3538139,"United States. Patent Office",
3538144,"United States. Patent Office",
3538148,"United States. Patent Office",
3538153,"United States. Patent Office",
3538160,"United States. Patent Office",
3538164,"United States. Patent Office",
3538171,"United States. Patent Office",
3538176,"United States. Patent Office",
3538182,"United States. Patent Office",
3538188,"United States. Patent Office",
3538193,"United States. Patent Office",
3538200,"United States. Patent Office",
3538207,"United States. Patent Office",
3538212,"United States. Patent Office",
3538216,"United States. Patent Office",
3538222,"United States. Patent Office",
3538226,"United States. Patent Office",
3538231,"United States. Patent Office",
3538237,"United States. Patent Office",
3538243,"United States. Patent Office",
3538249,"United States. Patent Office",
3538255,"United States. Patent Office",
3538262,"United States. Patent Office",
3538266,"United States. Patent Office",
3538272,"United States. Patent Office",
3538280,"United States. Patent Office",
3538284,"United States. Patent Office",
3538292,"United States. Patent Office",
3538296,"United States. Patent Office",
3538302,"United States. Patent Office",
3538307,"United States. Patent Office",
3538313,"United States. Patent Office",
3538319,"United States. Patent Office",
3538324,"United States. Patent Office",
3538331,"United States. Patent Office",
3538337,"United States. Patent Office",
3538343,"United States. Patent Office",
3538349,"United States. Patent Office",
3538357,"United States. Patent Office",
3538360,"United States. Patent Office",
3538366,"United States. Patent Office",
3538371,"United States. Patent Office",
3538378,"United States. Patent Office",
3538385,"United States. Patent Office",
3538392,"United States. Patent Office",
3538401,"United States. Patent Office",
3538408,"United States. Patent Office",
3538414,"United States. Patent Office",
3538418,"United States. Patent Office",
3538427,"United States. Patent Office",
3538431,"United States. Patent Office",
3538438,"United States. Patent Office",
3538443,"United States. Patent Office",
3538448,"United States. Patent Office",
3538455,"United States. Patent Office",
3538460,"United States. Patent Office",
3538469,"United States. Patent Office",
3538475,"United States. Patent Office",
3538480,"United States. Patent Office",
3538483,"United States. Patent Office",
3538490,"United States. Patent Office",
3538495,"United States. Patent Office",
3538500,"United States. Patent Office",
3538506,"United States. Patent Office",
3538510,"United States. Patent Office",
3538516,"United States. Patent Office",
3538527,"United States. Post Office Dept.",
3538530,"United States. Post Office Dept.",
3538537,"United States. Post Office Dept.",
3538542,"United States. Post Office Dept.",
3538545,"United States. Post Office Dept.",
3538549,"United States. Post Office Dept.",
3538556,"United States. Post Office Dept.",
3538561,"United States. Post Office Dept.",
3538566,"United States. Post Office Dept.",
3538574,"United States. Post Office Dept.",
3538578,"United States. Post Office Dept.",
3538584,"United States. Post Office Dept.",
3538590,"United States. Post Office Dept.",
3538597,"United States. Post Office Dept.",
3538602,"United States. Post Office Dept.",
3538607,"United States. Post Office Dept.",
3538612,"United States. Post Office Dept.",
3538617,"United States. Post Office Dept.",
3538622,"United States. Post Office Dept.",
3538628,"United States. Post Office Dept.",
3538632,"United States. Post Office Dept.",
3538635,"United States. Post Office Dept.",
3538639,"United States. Post Office Dept.",
3538645,"United States. Post Office Dept.",
3538650,"United States. Post Office Dept.",
3538657,"United States. Post Office Dept.",
3538658,"United States. Post Office Dept.",
3538664,"United States. Post Office Dept.",
3538671,"United States. Post Office Dept.",
3538678,"United States. Post Office Dept.",
3538683,"United States. Post Office Dept.",
3538687,"United States. Post Office Dept.",
3538695,"United States. Post Office Dept.",
3538697,"United States. Post Office Dept.",
3538703,"United States. Post Office Dept.",
3538707,"United States. Post Office Dept.",
3538712,"United States. Post Office Dept.",
3538717,"United States. Post Office Dept.",
3538730,"Smithsonian Institution",
3538734,"Smithsonian Institution",
3538738,"Smithsonian Institution",
3538744,"Smithsonian Institution",
3538747,"Smithsonian Institution",
3538753,"Smithsonian Institution",
3538759,"Smithsonian Institution",
3538765,"Smithsonian Institution",
3538767,"Smithsonian Institution",
3538774,"Smithsonian Institution",
3538779,"Smithsonian Institution",
3538783,"Smithsonian Institution",
3538787,"Smithsonian Institution",
3538795,"Smithsonian Institution",
3538800,"Smithsonian Institution",
3538805,"Smithsonian Institution",
3538809,"Smithsonian Institution",
3538814,"Smithsonian Institution",
3538820,"Smithsonian Institution",
3538826,"Smithsonian Institution",
3538831,"Smithsonian Institution",
3538837,"Smithsonian Institution",
3538841,"Smithsonian Institution",
3538847,"Smithsonian Institution",
3538853,"Smithsonian Institution",
3538859,"Smithsonian Institution",
3538865,"Smithsonian Institution",
3538870,"Smithsonian Institution",
3538873,"Smithsonian Institution",
3538882,"Smithsonian Institution",
3538886,"Smithsonian Institution",
3538891,"Smithsonian Institution",
3538895,"Smithsonian Institution",
3538901,"Smithsonian Institution",
3538907,"Smithsonian Institution",
3538911,"Smithsonian Institution",
3538916,"Smithsonian Institution",
3538922,"Smithsonian Institution",
3538928,"Smithsonian Institution",
3538932,"Smithsonian Institution",
3538937,"Smithsonian Institution",
3538943,"Smithsonian Institution",
3538946,"Smithsonian Institution",
3538953,"Smithsonian Institution",
3538960,"Smithsonian Institution",
3538966,"Smithsonian Institution",
3538974,"Smithsonian Institution",
3538980,"Smithsonian Institution",
3538986,"Smithsonian Institution",
3538994,"Smithsonian Institution",
3538999,"Smithsonian Institution",
3539004,"Smithsonian Institution",
3539010,"Smithsonian Institution",
3539014,"Smithsonian Institution",
3539020,"Smithsonian Institution",
3539025,"Smithsonian Institution",
3539032,"Smithsonian Institution",
3539039,"Smithsonian Institution",
3539047,"Smithsonian Institution",
3539064,"United States Soldiers' Home",
3539071,"United States Soldiers' Home",
3539079,"United States Soldiers' Home",
3539086,"United States Soldiers' Home",
3539092,"United States Soldiers' Home",
3539101,"United States Soldiers' Home",
3539106,"United States Soldiers' Home",
3539113,"United States Soldiers' Home",
3539118,"United States Soldiers' Home",
3539127,"United States Soldiers' Home",
3539131,"United States Soldiers' Home",
3539139,"United States Soldiers' Home",
3539143,"United States Soldiers' Home",
3539150,"United States Soldiers' Home",
3539155,"United States Soldiers' Home",
3539155,"United States Capitol (Washington, D.C.)",
3539163,"United States Soldiers' Home",
3539163,"United States Capitol (Washington, D.C.)",
3539169,"United States Soldiers' Home",
3539169,"United States Capitol (Washington, D.C.)",
3539178,"United States Soldiers' Home",
3539178,"United States Capitol (Washington, D.C.)",
3539183,"United States Soldiers' Home",
3539189,"United States Soldiers' Home",
3539198,"United States Soldiers' Home",
3539205,"United States Soldiers' Home",
3539211,"United States Soldiers' Home",
3539221,"United States Soldiers' Home",
3539224,"United States Soldiers' Home",
3539234,"United States Soldiers' Home",
3539239,"United States Soldiers' Home",
3539246,"United States Soldiers' Home",
3539251,"United States Soldiers' Home",
3539251,"Lincoln, Abraham, 1809-1865","http://id.loc.gov/authorities/names/n79006779"
3539260,"United States Soldiers' Home",
3539264,"United States Soldiers' Home",
3539264,"Logan, John Alexander, 1826-1886","http://id.loc.gov/authorities/names/n79072806"
3539270,"United States Soldiers' Home",
3539287,"United States. Dept. of State",
3539295,"United States. War Dept.",
3539302,"United States. Navy Dept.",
3539310,"United States. War Dept.",
3539318,"United States. War Dept.",
3539325,"United States. War Dept.",
3539332,"United States. War Dept.",
3539350,"United States. War Dept.",
3539359,"United States. Navy Dept.",
3539366,"United States. War Dept.",
3539375,"United States. War Dept.",
3539384,"United States. War Dept.",
3539391,"United States. Dept. of State",
3539391,"United States. War Dept.",
3539391,"United States. Navy Dept.",
3539400,"United States. Dept. of State",
3539400,"United States. War Dept.",
3539400,"United States. Navy Dept.",
3539409,"United States. War Dept.",
3539409,"United States. Navy Dept.",
3539415,"United States. Dept. of State",
3539415,"United States. War Dept.",
3539422,"United States. War Dept.",
3539429,"United States. War Dept.",
3539439,"United States. War Dept.",
3539439,"United States. Navy Dept.",
3539446,"United States. Dept. of State",
3539452,"United States. Dept. of State",
3539462,"United States. Dept. of State",
3539462,"United States. War Dept.",
3539462,"United States. Navy Dept.",
3539467,"United States. Dept. of State",
3539467,"United States. War Dept.",
3539467,"United States. Navy Dept.",
3539475,"United States. Dept. of State",
3539475,"United States. War Dept.",
3539475,"United States. Navy Dept.",
3539481,"United States. Dept. of State",
3539481,"United States. War Dept.",
3539481,"United States. Navy Dept.",
3539487,"United States. Dept. of State",
3539493,"United States. Dept. of State",
3539501,"United States. Dept. of State",
3539509,"United States. Dept. of State",
3539515,"United States. Dept. of State",
3539522,"United States. Dept. of State",
3539531,"United States. Dept. of State",
3539531,"United States. War Dept.",
3539531,"United States. Navy Dept.",
3539539,"United States. Dept. of State",
3539539,"United States. War Dept.",
3539539,"United States. Navy Dept.",
3539548,"United States. Army",
3539554,"Smithsonian Institution Building (Washington, D.C.)",
3539570,"United States. War Dept.",
3539570,"United States. Navy Dept.",
3539585,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539592,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539600,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539607,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539613,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539621,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539629,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539671,"Greene, Nathanael, 1742-1786",
3539684,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539695,"Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834","http://id.loc.gov/authorities/names/n80038471"
3539695,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539702,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539715,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539718,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539736,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539743,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539781,"Thomas, George Henry, 1816-1870",
3539796,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539802,"Thomas, George Henry, 1816-1870",
3539809,"Scott, Winfield, 1786-1866",
3539838,"White House (Washington, D.C.)",
3539838,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539852,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539873,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539901,"Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834","http://id.loc.gov/authorities/names/n80038471"
3539901,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539910,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539914,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539918,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3539925,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539927,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539933,"Jackson, Andrew, 1767-1845","http://id.loc.gov/authorities/names/n79088888"
3539947,"Treasury Building (Washington, D.C.)",
3539957,"Treasury Building (Washington, D.C.)",
3539963,"Treasury Building (Washington, D.C.)",
3539971,"Treasury Building (Washington, D.C.)",
3539981,"Treasury Building (Washington, D.C.)",
3539986,"Treasury Building (Washington, D.C.)",
3539992,"Treasury Building (Washington, D.C.)",
3539992,"United States. Post Office Dept.",
3540000,"Treasury Building (Washington, D.C.)",
3540009,"Treasury Building (Washington, D.C.)",
3540016,"Treasury Building (Washington, D.C.)",
3540022,"Treasury Building (Washington, D.C.)",
3540022,"United States. Bureau of Engraving and Printing",
3540029,"Treasury Building (Washington, D.C.)",
3540037,"Treasury Building (Washington, D.C.)",
3540046,"Treasury Building (Washington, D.C.)",
3540055,"Treasury Building (Washington, D.C.)",
3540061,"Treasury Building (Washington, D.C.)",
3540069,"Treasury Building (Washington, D.C.)",
3540077,"Treasury Building (Washington, D.C.)",
3540083,"Treasury Building (Washington, D.C.)",
3540089,"Treasury Building (Washington, D.C.)",
3540095,"Treasury Building (Washington, D.C.)",
3540100,"Treasury Building (Washington, D.C.)",
3540107,"Treasury Building (Washington, D.C.)",
3540115,"Treasury Building (Washington, D.C.)",
3540121,"Treasury Building (Washington, D.C.)",
3540127,"Treasury Building (Washington, D.C.)",
3540134,"Treasury Building (Washington, D.C.)",
3540142,"Treasury Building (Washington, D.C.)",
3540149,"Treasury Building (Washington, D.C.)",
3540154,"Treasury Building (Washington, D.C.)",
3540160,"Treasury Building (Washington, D.C.)",
3540165,"Treasury Building (Washington, D.C.)",
3540169,"Treasury Building (Washington, D.C.)",
3540174,"Treasury Building (Washington, D.C.)",
3540180,"Treasury Building (Washington, D.C.)",
3540184,"Treasury Building (Washington, D.C.)",
3540190,"Treasury Building (Washington, D.C.)",
3540196,"Treasury Building (Washington, D.C.)",
3540201,"Treasury Building (Washington, D.C.)",
3540206,"Treasury Building (Washington, D.C.)",
3540206,"United States. Bureau of Engraving and Printing",
3540210,"Treasury Building (Washington, D.C.)",
3540210,"United States. Bureau of Engraving and Printing",
3540215,"Treasury Building (Washington, D.C.)",
3540221,"Treasury Building (Washington, D.C.)",
3540221,"United States. Bureau of Engraving and Printing",
3540227,"Treasury Building (Washington, D.C.)",
3540227,"United States. Bureau of Engraving and Printing",
3540231,"Treasury Building (Washington, D.C.)",
3540231,"United States. Bureau of Engraving and Printing",
3540236,"Treasury Building (Washington, D.C.)",
3540236,"United States. Bureau of Engraving and Printing",
3540245,"Treasury Building (Washington, D.C.)",
3540245,"United States. Bureau of Engraving and Printing",
3540249,"Treasury Building (Washington, D.C.)",
3540252,"Treasury Building (Washington, D.C.)",
3540259,"Treasury Building (Washington, D.C.)",
3540261,"Treasury Building (Washington, D.C.)",
3540267,"Treasury Building (Washington, D.C.)",
3540273,"Treasury Building (Washington, D.C.)",
3540280,"Treasury Building (Washington, D.C.)",
3540285,"Treasury Building (Washington, D.C.)",
3540292,"Treasury Building (Washington, D.C.)",
3540296,"Treasury Building (Washington, D.C.)",
3540303,"Treasury Building (Washington, D.C.)",
3540306,"Treasury Building (Washington, D.C.)",
3540312,"Treasury Building (Washington, D.C.)",
3540317,"Treasury Building (Washington, D.C.)",
3540322,"Treasury Building (Washington, D.C.)",
3540328,"Treasury Building (Washington, D.C.)",
3540331,"Treasury Building (Washington, D.C.)",
3540331,"United States. Bureau of Engraving and Printing",
3540338,"Treasury Building (Washington, D.C.)",
3540343,"Treasury Building (Washington, D.C.)",
3540347,"Treasury Building (Washington, D.C.)",
3540347,"United States. Dept. of the Treasury",
3541640,"United States Capitol (Washington, D.C.)",
3541645,"United States Capitol (Washington, D.C.)",
3541652,"Treasury Building (Washington, D.C.)",
3541657,"Dwight D. Eisenhower Executive Office Building (Washington, D.C.)",
3541657,"United States. Dept. of State",
3541663,"White House (Washington, D.C.)",
3541681,"White House (Washington, D.C.)",
3541687,"White House (Washington, D.C.)",
3541690,"White House (Washington, D.C.)",
3541694,"White House (Washington, D.C.)",
3541700,"White House (Washington, D.C.)",
3541707,"United States Capitol (Washington, D.C.)",
3541720,"Smithsonian Institution Building (Washington, D.C.)",
3541725,"Treasury Building (Washington, D.C.)",
3541730,"Treasury Building (Washington, D.C.)",
3541736,"United States Capitol (Washington, D.C.)",
3541741,"United States Capitol (Washington, D.C.)",
3541749,"United States Capitol (Washington, D.C.)",
3541755,"United States Capitol (Washington, D.C.)",
3541762,"United States Capitol (Washington, D.C.)",
3541768,"United States Capitol (Washington, D.C.)",
3541775,"United States Capitol (Washington, D.C.)",
3542075,"White House (Washington, D.C.)",
3542079,"White House (Washington, D.C.)",
3542084,"White House (Washington, D.C.)",
3542088,"White House (Washington, D.C.)",
3542098,"White House (Washington, D.C.)",
3542102,"White House (Washington, D.C.)",
3542108,"White House (Washington, D.C.)",
3542115,"White House (Washington, D.C.)",
3542121,"White House (Washington, D.C.)",
3542124,"White House (Washington, D.C.)",
3542132,"White House (Washington, D.C.)",
3542140,"White House (Washington, D.C.)",
3542143,"White House (Washington, D.C.)",
3542151,"White House (Washington, D.C.)",
3542177,"United States Capitol (Washington, D.C.)",
3542193,"United States Capitol (Washington, D.C.)",
3542199,"United States Capitol (Washington, D.C.)",
3542205,"United States Capitol (Washington, D.C.)",
3542211,"United States Capitol (Washington, D.C.)",
3542218,"United States Capitol (Washington, D.C.)",
3542223,"United States Capitol (Washington, D.C.)",
3542230,"United States Capitol (Washington, D.C.)",
3542235,"United States Capitol (Washington, D.C.)",
3542243,"United States Capitol (Washington, D.C.)",
3542248,"United States Capitol (Washington, D.C.)",
3542252,"United States Capitol (Washington, D.C.)",
3542259,"United States Capitol (Washington, D.C.)",
3542264,"United States Capitol (Washington, D.C.)",
3542271,"United States Capitol (Washington, D.C.)",
3542271,"Roosevelt, Theodore, 1858-1919","http://id.loc.gov/authorities/names/n79027239"
3542278,"United States Capitol (Washington, D.C.)",
3542296,"Lee, Fitzhugh, 1835-1905",
3542307,"Library of Congress",
3542313,"Library of Congress",
3542319,"Pan American Union",
3542334,"Faneuil Hall (Boston, Mass.)",
3543476,"United States Capitol (Washington, D.C.)",
3543484,"United States Capitol (Washington, D.C.)",
3543489,"United States Capitol (Washington, D.C.)",
3543500,"United States Capitol (Washington, D.C.)",
3543506,"United States Capitol (Washington, D.C.)",
3543511,"United States Capitol (Washington, D.C.)",
3543519,"United States Capitol (Washington, D.C.)",
3543523,"United States. Congress. House",
3543533,"United States Capitol (Washington, D.C.)",
3543540,"United States Capitol (Washington, D.C.)",
3543547,"United States Capitol (Washington, D.C.)",
3543554,"United States Capitol (Washington, D.C.)",
3543561,"Library of Congress",
3543568,"Library of Congress",
3543588,"United States. Congress. House",
3543594,"United States Capitol (Washington, D.C.)",
3543600,"United States. Congress. House",
3543608,"United States Capitol (Washington, D.C.)",
3543611,"Morris, Robert, 1734-1806",
3543618,"United States Capitol (Washington, D.C.)",
3543622,"United States Capitol (Washington, D.C.)",
3543627,"United States. Congress. House",
3543632,"United States. Congress. House",
3543638,"United States. Congress. House",
3543642,"United States Capitol (Washington, D.C.)",
3543646,"United States Capitol (Washington, D.C.)",
3543654,"United States Capitol (Washington, D.C.)",
3543660,"United States. Congress. Senate",
3543673,"United States Capitol (Washington, D.C.)",
3543677,"United States Capitol (Washington, D.C.)",
3543683,"United States Capitol (Washington, D.C.)",
3543689,"United States Capitol (Washington, D.C.)",
3543689,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3543703,"United States Capitol (Washington, D.C.)",
3543709,"United States Capitol (Washington, D.C.)",
3543718,"United States Capitol (Washington, D.C.)",
3543725,"United States. Congress. Senate",
3543732,"United States Capitol (Washington, D.C.)",
3543738,"United States Capitol (Washington, D.C.)",
3543746,"United States Capitol (Washington, D.C.)",
3543752,"United States Capitol (Washington, D.C.)",
3543756,"Columbus, Christopher",
3543765,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3543769,"United States Capitol (Washington, D.C.)",
3543775,"United States Capitol (Washington, D.C.)",
3543775,"United States. Congress. Senate",
3543779,"United States Capitol (Washington, D.C.)",
3543785,"United States Capitol (Washington, D.C.)",
3543789,"United States Capitol (Washington, D.C.)",
3543796,"Franklin, Benjamin, 1706-1790",
3543796,"Fulton, Robert, 1765-1815",
3543796,"Morse, Samuel Finley Breese, 1791-1872",
3543800,"United States Capitol (Washington, D.C.)",
3543805,"United States Capitol (Washington, D.C.)",
3543812,"United States Capitol (Washington, D.C.)",
3543818,"United States Capitol (Washington, D.C.)",
3543818,"United States. Congress. House",
3543827,"United States Capitol (Washington, D.C.)",
3543827,"United States. Congress. Senate",
3543836,"United States. Congress. House",
3543840,"United States. Congress. House",
3543848,"United States Capitol (Washington, D.C.)",
3543848,"United States. Congress. House",
3543853,"United States Capitol (Washington, D.C.)",
3543858,"United States Capitol (Washington, D.C.)",
3543873,"United States Capitol (Washington, D.C.)",
3543881,"United States Capitol (Washington, D.C.)",
3543884,"United States Capitol (Washington, D.C.)",
3544913,"United States. Congress. House",
3544918,"United States. Congress. Senate",
3544933,"United States. Congress. House",
3544950,"United States. Congress. House",
3545004,"Library of Congress",
3545015,"United States. Congress. House",
3545039,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3545062,"United States. Congress. House",
3545120,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3545124,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3545139,"Lincoln, Abraham, 1809-1865","http://id.loc.gov/authorities/names/n79006779"
3545154,"United States. Congress. Senate",
3545161,"Library of Congress",
3545169,"United States. Congress. House",
3545177,"Columbus, Christopher",
3545185,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3545212,"Garfield, James A. (James Abram), 1831-1881","http://id.loc.gov/authorities/names/n50015182"
3545250,"United States. Congress. Senate",
3545259,"United States. Congress. Senate",
3545279,"United States. Congress. Senate",
3545347,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3545351,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3545375,"United States. Congress. House",
3545394,"Garfield, James A. (James Abram), 1831-1881","http://id.loc.gov/authorities/names/n50015182"
3545399,"Garfield, James A. (James Abram), 1831-1881","http://id.loc.gov/authorities/names/n50015182"
3545404,"Garfield, James A. (James Abram), 1831-1881","http://id.loc.gov/authorities/names/n50015182"
3545412,"Garfield, James A. (James Abram), 1831-1881","http://id.loc.gov/authorities/names/n50015182"
3545443,"United States. Congress. House",
3545456,"United States. Congress. House",
3545505,"United States. Congress. Senate",
3545525,"United States. Congress. House",
3545539,"United States. Congress. Senate",
3545566,"United States. Congress. House",
3545574,"United States. Congress. House",
3545588,"United States. Congress. House",
3545595,"United States. Congress. House",
3545667,"Lincoln, Abraham, 1809-1865","http://id.loc.gov/authorities/names/n79006779"
3545856,"United States. Congress. Senate",
3545867,"United States. Congress. Senate",
3545875,"United States. Congress. Senate",
3545883,"United States. Congress. Senate",
3545908,"Columbus, Christopher","http://id.loc.gov/authorities/names/n78085478"
3545946,"Allen, Ethan, 1738-1789","http://id.loc.gov/authorities/names/n79139711"
3545962,"Columbus, Christopher",
3545978,"Columbus, Christopher",
3545986,"Columbus, Christopher",
3546042,"United States. Congress. House",
3546051,"Library of Congress",
3546055,"United States. Congress. Senate",
3546081,"United States. Congress. House",
3546099,"White House (Washington, D.C.)",
3546106,"White House (Washington, D.C.)",
3546115,"White House (Washington, D.C.)",
3546120,"White House (Washington, D.C.)",
3546120,"Jackson, Andrew, 1767-1845",
3546126,"White House (Washington, D.C.)",
3546126,"Jackson, Andrew, 1767-1845",
3546134,"White House (Washington, D.C.)",
3546140,"White House (Washington, D.C.)",
3546147,"White House (Washington, D.C.)",
3546157,"White House (Washington, D.C.)",
3546162,"White House (Washington, D.C.)",
3546171,"White House (Washington, D.C.)",
3546180,"White House (Washington, D.C.)",
3546184,"White House (Washington, D.C.)",
3546191,"White House (Washington, D.C.)",
3546197,"White House (Washington, D.C.)",
3546205,"White House (Washington, D.C.)",
3546210,"White House (Washington, D.C.)",
3546217,"White House (Washington, D.C.)",
3546223,"White House (Washington, D.C.)",
3546231,"White House (Washington, D.C.)",
3546239,"White House (Washington, D.C.)",
3546247,"White House (Washington, D.C.)",
3546252,"White House (Washington, D.C.)",
3546260,"White House (Washington, D.C.)",
3546266,"White House (Washington, D.C.)",
3546273,"White House (Washington, D.C.)",
3546282,"White House (Washington, D.C.)",
3546289,"White House (Washington, D.C.)",
3546297,"White House (Washington, D.C.)",
3546303,"White House (Washington, D.C.)",
3546317,"White House (Washington, D.C.)",
3546326,"White House (Washington, D.C.)",
3546331,"White House (Washington, D.C.)",
3546339,"White House (Washington, D.C.)",
3546346,"White House (Washington, D.C.)",
3546352,"White House (Washington, D.C.)",
3546356,"White House (Washington, D.C.)",
3546363,"White House (Washington, D.C.)",
3546369,"White House (Washington, D.C.)",
3546376,"White House (Washington, D.C.)",
3546381,"White House (Washington, D.C.)",
3546386,"White House (Washington, D.C.)",
3546394,"White House (Washington, D.C.)",
3546401,"White House (Washington, D.C.)",
3546406,"White House (Washington, D.C.)",
3546412,"White House (Washington, D.C.)",
3546420,"White House (Washington, D.C.)",
3546426,"White House (Washington, D.C.)",
3546435,"White House (Washington, D.C.)",
3546443,"White House (Washington, D.C.)",
3546451,"White House (Washington, D.C.)",
3546456,"White House (Washington, D.C.)",
3546466,"White House (Washington, D.C.)",
3546472,"White House (Washington, D.C.)",
3546478,"White House (Washington, D.C.)",
3546482,"White House (Washington, D.C.)",
3546487,"White House (Washington, D.C.)",
3546491,"White House (Washington, D.C.)",
3546496,"White House (Washington, D.C.)",
3546502,"White House (Washington, D.C.)",
3546507,"White House (Washington, D.C.)",
3546512,"White House (Washington, D.C.)",
3546518,"White House (Washington, D.C.)",
3546524,"White House (Washington, D.C.)",
3546535,"White House (Washington, D.C.)",
3546540,"White House (Washington, D.C.)",
3546540,"Jackson, Andrew",
3546549,"White House (Washington, D.C.)",
3546552,"White House (Washington, D.C.)",
3546558,"White House (Washington, D.C.)",
3546565,"White House (Washington, D.C.)",
3546571,"White House (Washington, D.C.)",
3546578,"White House (Washington, D.C.)",
3546585,"White House (Washington, D.C.)",
3546591,"White House (Washington, D.C.)",
3546599,"White House (Washington, D.C.)",
3546606,"White House (Washington, D.C.)",
3546615,"White House (Washington, D.C.)",
3546620,"White House (Washington, D.C.)",
3546627,"White House (Washington, D.C.)",
3546637,"White House (Washington, D.C.)",
3546643,"White House (Washington, D.C.)",
3546651,"White House (Washington, D.C.)",
3546657,"White House (Washington, D.C.)",
3546661,"White House (Washington, D.C.)",
3546667,"White House (Washington, D.C.)",
3546672,"White House (Washington, D.C.)",
3546677,"White House (Washington, D.C.)",
3546681,"White House (Washington, D.C.)",
3546687,"White House (Washington, D.C.)",
3546691,"White House (Washington, D.C.)",
3546697,"White House (Washington, D.C.)",
3546703,"White House (Washington, D.C.)",
3546708,"White House (Washington, D.C.)",
3546714,"White House (Washington, D.C.)",
3546721,"White House (Washington, D.C.)",
3546727,"White House (Washington, D.C.)",
3546732,"White House (Washington, D.C.)",
3546737,"White House (Washington, D.C.)",
3546743,"White House (Washington, D.C.)",
3546748,"White House (Washington, D.C.)",
3546756,"White House (Washington, D.C.)",
3546759,"White House (Washington, D.C.)",
3546765,"White House (Washington, D.C.)",
3546773,"White House (Washington, D.C.)",
3546777,"White House (Washington, D.C.)",
3546784,"White House (Washington, D.C.)",
3546789,"White House (Washington, D.C.)",
3546795,"White House (Washington, D.C.)",
3546802,"White House (Washington, D.C.)",
3546808,"White House (Washington, D.C.)",
3546830,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546835,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546842,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546848,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546852,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546857,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546864,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546868,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546874,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546877,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546884,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546887,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546893,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546897,"Geographical Surveys West of the 100th Meridian (U.S.)",
3546901,"Geographical Surveys West of the 100th Meridian (U.S.)",
